//Map No	Old Grouping	New Grouping	New Flip	1
1.1.1.110.100.250.550.631.00000.000	22.20.05	22.20.55.10.015		1
1.1.1.110.100.250.550.660.00000.000	22.20.05	22.20.55.10.015		1
1.1.1.110.100.250.550.700.00000.000	22.20.05	22.20.55.10.015		1
1.1.1.110.100.250.560.100.00000.000	22.20.05	22.20.56.10.015		1
1.1.1.110.100.250.560.300.00000.000	22.20.05	22.20.56.10.015		1
1.1.1.110.100.250.560.310.00000.000	22.20.05	22.20.56.10.015		1
1.1.1.110.100.250.560.320.00000.000	22.20.05	22.20.56.10.015		1
1.1.1.110.100.250.560.350.00000.000	22.20.05	22.20.56.10.015		1
1.1.1.110.100.250.560.360.00000.000	22.20.05	22.20.56.10.015		1
1.1.1.110.100.250.560.400.00000.000	22.20.05	22.20.56.10.015		1
1.1.1.110.100.250.560.450.00000.000	22.20.05	22.20.56.10.015		1
1.1.1.110.100.250.560.500.00000.000	22.20.05	22.20.56.10.015		1
1.1.1.110.100.250.560.621.00000.000	22.20.05	22.20.56.10.015		1
1.1.1.110.100.250.560.631.00000.000	22.20.05	22.20.56.10.015		1
1.1.1.110.100.250.560.660.00000.000	22.20.05	22.20.56.10.015		1
1.1.1.110.100.250.560.700.00000.000	22.20.05	22.20.56.10.015		1
1.1.1.110.100.250.570.100.00000.000	22.20.05	22.20.57.10.015		1
1.1.1.110.100.250.570.300.00000.000	22.20.05	22.20.57.10.015		1
1.1.1.110.100.250.570.310.00000.000	22.20.05	22.20.57.10.015		1
1.1.1.110.100.250.570.320.00000.000	22.20.05	22.20.57.10.015		1
1.1.1.110.100.250.570.350.00000.000	22.20.05	22.20.57.10.015		1
1.1.1.110.100.250.570.360.00000.000	22.20.05	22.20.57.10.015		1
1.1.1.110.100.250.570.400.00000.000	22.20.05	22.20.57.10.015		1
1.1.1.110.100.250.570.450.00000.000	22.20.05	22.20.57.10.015		1
1.1.1.110.100.250.570.500.00000.000	22.20.05	22.20.57.10.015		1
1.1.1.110.100.250.570.621.00000.000	22.20.05	22.20.57.10.015		1
1.1.1.110.100.250.570.631.00000.000	22.20.05	22.20.57.10.015		1
1.1.1.110.100.250.570.660.00000.000	22.20.05	22.20.57.10.015		1
1.1.1.110.100.250.570.700.00000.000	22.20.05	22.20.57.10.015		1
1.1.1.110.100.251.500.100.00000.000	22.20.05	22.20.50.10.015		1
1.1.1.110.100.251.500.621.00000.000	22.20.05	22.20.50.10.015		1
1.1.1.110.100.251.500.631.00000.000	22.20.05	22.20.50.10.015		1
1.1.1.110.100.251.510.100.00000.000	22.20.05	22.20.51.10.015		1
1.1.1.110.100.251.510.621.00000.000	22.20.05	22.20.51.10.015		1
1.1.1.110.100.251.510.631.00000.000	22.20.05	22.20.51.10.015		1
1.1.1.110.100.251.520.100.00000.000	22.20.05	22.20.52.10.015		1
1.1.1.110.100.251.520.621.00000.000	22.20.05	22.20.52.10.015		1
1.1.1.110.100.251.520.631.00000.000	22.20.05	22.20.52.10.015		1
1.1.1.110.100.251.530.100.00000.000	22.20.05	22.20.53.10.015		1
1.1.1.110.100.251.530.621.00000.000	22.20.05	22.20.53.10.015		1
1.1.1.110.100.251.530.631.00000.000	22.20.05	22.20.53.10.015		1
1.1.1.110.100.251.540.100.00000.000	22.20.05	22.20.54.10.015		1
1.1.1.110.100.251.540.621.00000.000	22.20.05	22.20.54.10.015		1
1.1.1.110.100.251.540.631.00000.000	22.20.05	22.20.54.10.015		1
1.1.1.110.100.251.550.100.00000.000	22.20.05	22.20.55.10.015		1
1.1.1.110.100.251.550.621.00000.000	22.20.05	22.20.55.10.015		1
1.1.1.110.100.251.550.631.00000.000	22.20.05	22.20.55.10.015		1
1.1.1.110.100.251.560.100.00000.000	22.20.05	22.20.56.10.015		1
1.1.1.110.100.251.560.621.00000.000	22.20.05	22.20.56.10.015		1
1.1.1.110.100.251.560.631.00000.000	22.20.05	22.20.56.10.015		1
1.1.1.110.100.251.570.100.00000.000	22.20.05	22.20.57.10.015		1
1.1.1.110.100.251.570.621.00000.000	22.20.05	22.20.57.10.015		1
1.1.1.110.100.251.570.631.00000.000	22.20.05	22.20.57.10.015		1
1.1.1.112.100.100.900.100.00000.000	36.20.05.10	22.30.90.10.001		1
1.1.1.112.100.100.900.200.00000.000	36.20.05.10	22.30.90.10.001		1
1.1.1.112.100.100.900.200.00000.001	36.20.05.10	22.30.90.10.001		1
1.1.1.112.100.100.900.220.00000.000	36.20.05.10	22.30.90.10.001		1
1.1.1.112.100.100.900.300.00000.000	36.20.05.10	22.30.90.10.001		1
1.1.1.112.100.100.900.360.00000.000	36.20.05.10	22.30.90.10.001		1
1.1.1.112.100.100.900.400.00000.000	36.20.05.10	22.30.90.10.001		1
1.1.1.112.100.100.900.600.00000.000	36.20.05.10	22.30.90.10.001		1
1.1.1.112.100.100.900.610.00000.000	36.20.05.10	22.30.90.10.001		1
1.1.1.112.100.100.900.660.00000.000	36.20.05.10	22.30.90.10.001		1
1.1.1.112.100.100.900.700.00000.000	36.20.05.10	22.30.90.10.001		1
1.1.1.112.100.100.901.100.00000.000	36.20.05.10	22.30.91.10.001		1
1.1.1.112.100.100.901.200.00000.000	36.20.05.10	22.30.91.10.001		1
1.1.1.112.100.100.901.200.00000.001	36.20.05.10	22.30.91.10.001		1
1.1.1.112.100.100.901.220.00000.000	36.20.05.10	22.30.91.10.001		1
1.1.1.112.100.100.901.300.00000.000	36.20.05.10	22.30.91.10.001		1
1.1.1.112.100.100.901.360.00000.000	36.20.05.10	22.30.91.10.001		1
1.1.1.112.100.100.901.400.00000.000	36.20.05.10	22.30.91.10.001		1
1.1.1.112.100.100.901.600.00000.000	36.20.05.10	22.30.91.10.001		1
1.1.1.112.100.100.901.610.00000.000	36.20.05.10	22.30.91.10.001		1
1.1.1.112.100.100.901.660.00000.000	36.20.05.10	22.30.91.10.001		1
1.1.1.112.100.100.901.700.00000.000	36.20.05.10	22.30.91.10.001		1
1.1.1.112.100.100.902.100.00000.000	36.20.05.10	22.30.92.10.001		1
1.1.1.112.100.100.902.200.00000.000	36.20.05.10	22.30.92.10.001		1
1.1.1.112.100.100.902.200.00000.001	36.20.05.10	22.30.92.10.001		1
1.1.1.112.100.100.902.220.00000.000	36.20.05.10	22.30.92.10.001		1
1.1.1.112.100.100.902.300.00000.000	36.20.05.10	22.30.92.10.001		1
1.1.1.112.100.100.902.360.00000.000	36.20.05.10	22.30.92.10.001		1
1.1.1.112.100.100.902.400.00000.000	36.20.05.10	22.30.92.10.001		1
1.1.1.112.100.100.902.600.00000.000	36.20.05.10	22.30.92.10.001		1
1.1.1.112.100.100.902.610.00000.000	36.20.05.10	22.30.92.10.001		1
1.1.1.112.100.100.902.660.00000.000	36.20.05.10	22.30.92.10.001		1
1.1.1.112.100.100.902.700.00000.000	36.20.05.10	22.30.92.10.001		1
1.1.1.112.100.101.100.100.00000.000	36.20.05.10	22.30.00.10.001		1
1.1.1.112.100.101.100.200.00000.000	36.20.05.10	22.30.00.10.001		1
1.1.1.112.100.101.100.200.00000.001	36.20.05.10	22.30.00.10.001		1
1.1.1.112.100.101.100.220.00000.000	36.20.05.10	22.30.00.10.001		1
1.1.1.112.100.101.100.300.00000.000	36.20.05.10	22.30.00.10.001		1
1.1.1.112.100.101.100.360.00000.000	36.20.05.10	22.30.00.10.001		1
1.1.1.112.100.101.100.400.00000.000	36.20.05.10	22.30.00.10.001		1
1.1.1.112.100.101.100.600.00000.000	36.20.05.10	22.30.00.10.001		1
1.1.1.112.100.101.100.610.00000.000	36.20.05.10	22.30.00.10.001		1
1.1.1.112.100.101.100.660.00000.000	36.20.05.10	22.30.00.10.001		1
1.1.1.112.100.101.100.700.00000.000	36.20.05.10	22.30.00.10.001		1
1.1.1.112.100.101.150.100.00000.000	36.20.05.10	22.30.01.10.001		1
1.1.1.112.100.101.150.200.00000.000	36.20.05.10	22.30.01.10.001		1
1.1.1.112.100.101.150.200.00000.001	36.20.05.10	22.30.01.10.001		1
1.1.1.112.100.101.150.220.00000.000	36.20.05.10	22.30.01.10.001		1
1.1.1.112.100.101.150.300.00000.000	36.20.05.10	22.30.01.10.001		1
1.1.1.112.100.101.150.360.00000.000	36.20.05.10	22.30.01.10.001		1
1.1.1.112.100.101.150.400.00000.000	36.20.05.10	22.30.01.10.001		1
1.1.1.112.100.101.150.600.00000.000	36.20.05.10	22.30.01.10.001		1
1.1.1.112.100.101.150.610.00000.000	36.20.05.10	22.30.01.10.001		1
1.1.1.112.100.101.150.660.00000.000	36.20.05.10	22.30.01.10.001		1
1.1.1.112.100.101.150.700.00000.000	36.20.05.10	22.30.01.10.001		1
1.1.1.112.100.101.200.100.00000.000	36.20.05.10	22.30.02.10.001		1
1.1.1.112.100.101.200.200.00000.000	36.20.05.10	22.30.02.10.001		1
1.1.1.112.100.101.200.200.00000.001	36.20.05.10	22.30.02.10.001		1
1.1.1.112.100.101.200.220.00000.000	36.20.05.10	22.30.02.10.001		1
1.1.1.112.100.101.200.300.00000.000	36.20.05.10	22.30.02.10.001		1
1.1.1.112.100.101.200.360.00000.000	36.20.05.10	22.30.02.10.001		1
1.1.1.112.100.101.200.400.00000.000	36.20.05.10	22.30.02.10.001		1
1.1.1.112.100.101.200.600.00000.000	36.20.05.10	22.30.02.10.001		1
1.1.1.112.100.101.200.610.00000.000	36.20.05.10	22.30.02.10.001		1
1.1.1.112.100.101.200.660.00000.000	36.20.05.10	22.30.02.10.001		1
1.1.1.112.100.101.200.700.00000.000	36.20.05.10	22.30.02.10.001		1
1.1.1.112.100.101.250.100.00000.000	36.20.05.10	22.30.03.10.001		1
1.1.1.112.100.101.250.200.00000.000	36.20.05.10	22.30.03.10.001		1
1.1.1.112.100.101.250.200.00000.001	36.20.05.10	22.30.03.10.001		1
1.1.1.112.100.101.250.220.00000.000	36.20.05.10	22.30.03.10.001		1
1.1.1.112.100.101.250.300.00000.000	36.20.05.10	22.30.03.10.001		1
1.1.1.112.100.101.250.360.00000.000	36.20.05.10	22.30.03.10.001		1
1.1.1.112.100.101.250.400.00000.000	36.20.05.10	22.30.03.10.001		1
1.1.1.112.100.101.250.600.00000.000	36.20.05.10	22.30.03.10.001		1
1.1.1.112.100.101.250.610.00000.000	36.20.05.10	22.30.03.10.001		1
1.1.1.112.100.101.250.660.00000.000	36.20.05.10	22.30.03.10.001		1
1.1.1.112.100.101.250.700.00000.000	36.20.05.10	22.30.03.10.001		1
1.1.1.112.100.101.300.100.00000.000	36.20.05.10	22.30.04.10.001		1
1.1.1.112.100.101.300.200.00000.000	36.20.05.10	22.30.04.10.001		1
1.1.1.112.100.101.300.200.00000.001	36.20.05.10	22.30.04.10.001		1
1.1.1.112.100.101.300.220.00000.000	36.20.05.10	22.30.04.10.001		1
1.1.1.112.100.101.300.300.00000.000	36.20.05.10	22.30.04.10.001		1
1.1.1.112.100.101.300.360.00000.000	36.20.05.10	22.30.04.10.001		1
1.1.1.112.100.101.300.400.00000.000	36.20.05.10	22.30.04.10.001		1
1.1.1.112.100.101.300.600.00000.000	36.20.05.10	22.30.04.10.001		1
1.1.1.112.100.101.300.610.00000.000	36.20.05.10	22.30.04.10.001		1
1.1.1.112.100.101.300.660.00000.000	36.20.05.10	22.30.04.10.001		1
1.1.1.112.100.101.300.700.00000.000	36.20.05.10	22.30.04.10.001		1
1.1.1.112.100.101.350.100.00000.000	36.20.05.10	22.30.05.10.001		1
1.1.1.112.100.101.350.200.00000.000	36.20.05.10	22.30.05.10.001		1
1.1.1.112.100.101.350.200.00000.001	36.20.05.10	22.30.05.10.001		1
1.1.1.112.100.101.350.220.00000.000	36.20.05.10	22.30.05.10.001		1
1.1.1.112.100.101.350.300.00000.000	36.20.05.10	22.30.05.10.001		1
1.1.1.112.100.101.350.360.00000.000	36.20.05.10	22.30.05.10.001		1
1.1.1.112.100.101.350.400.00000.000	36.20.05.10	22.30.05.10.001		1
1.1.1.112.100.101.350.600.00000.000	36.20.05.10	22.30.05.10.001		1
1.1.1.112.100.101.350.610.00000.000	36.20.05.10	22.30.05.10.001		1
1.1.1.112.100.101.350.660.00000.000	36.20.05.10	22.30.05.10.001		1
1.1.1.112.100.101.350.700.00000.000	36.20.05.10	22.30.05.10.001		1
1.1.1.112.100.101.400.100.00000.000	36.20.05.10	22.30.06.10.001		1
1.1.1.112.100.101.400.200.00000.000	36.20.05.10	22.30.06.10.001		1
1.1.1.112.100.101.400.200.00000.001	36.20.05.10	22.30.06.10.001		1
1.1.1.112.100.101.400.220.00000.000	36.20.05.10	22.30.06.10.001		1
1.1.1.112.100.101.400.300.00000.000	36.20.05.10	22.30.06.10.001		1
1.1.1.112.100.101.400.360.00000.000	36.20.05.10	22.30.06.10.001		1
1.1.1.112.100.101.400.400.00000.000	36.20.05.10	22.30.06.10.001		1
1.1.1.112.100.101.400.600.00000.000	36.20.05.10	22.30.06.10.001		1
1.1.1.112.100.101.400.610.00000.000	36.20.05.10	22.30.06.10.001		1
1.1.1.112.100.101.400.660.00000.000	36.20.05.10	22.30.06.10.001		1
1.1.1.112.100.101.400.700.00000.000	36.20.05.10	22.30.06.10.001		1
1.1.1.112.100.101.450.100.00000.000	36.20.05.10	22.30.07.10.001		1
1.1.1.112.100.101.450.200.00000.000	36.20.05.10	22.30.07.10.001		1
1.1.1.112.100.101.450.200.00000.001	36.20.05.10	22.30.07.10.001		1
1.1.1.112.100.101.450.220.00000.000	36.20.05.10	22.30.07.10.001		1
1.1.1.112.100.101.450.300.00000.000	36.20.05.10	22.30.07.10.001		1
1.1.1.112.100.101.450.360.00000.000	36.20.05.10	22.30.07.10.001		1
1.1.1.112.100.101.450.400.00000.000	36.20.05.10	22.30.07.10.001		1
1.1.1.112.100.101.450.600.00000.000	36.20.05.10	22.30.07.10.001		1
1.1.1.112.100.101.450.610.00000.000	36.20.05.10	22.30.07.10.001		1
1.1.1.112.100.101.450.660.00000.000	36.20.05.10	22.30.07.10.001		1
1.1.1.112.100.101.450.700.00000.000	36.20.05.10	22.30.07.10.001		1
1.1.1.112.100.101.500.100.00000.000	36.20.05.10	22.30.08.10.001		1
1.1.1.112.100.101.500.200.00000.000	36.20.05.10	22.30.08.10.001		1
1.1.1.112.100.101.500.200.00000.001	36.20.05.10	22.30.08.10.001		1
1.1.1.112.100.101.500.220.00000.000	36.20.05.10	22.30.08.10.001		1
1.1.1.112.100.101.500.300.00000.000	36.20.05.10	22.30.08.10.001		1
1.1.1.112.100.101.500.360.00000.000	36.20.05.10	22.30.08.10.001		1
1.1.1.112.100.101.500.400.00000.000	36.20.05.10	22.30.08.10.001		1
1.1.1.112.100.101.500.600.00000.000	36.20.05.10	22.30.08.10.001		1
1.1.1.112.100.101.500.610.00000.000	36.20.05.10	22.30.08.10.001		1
1.1.1.112.100.101.500.660.00000.000	36.20.05.10	22.30.08.10.001		1
1.1.1.112.100.101.500.700.00000.000	36.20.05.10	22.30.08.10.001		1
1.1.1.112.100.101.550.100.00000.000	36.20.05.10	22.30.09.10.001		1
1.1.1.112.100.101.550.200.00000.000	36.20.05.10	22.30.09.10.001		1
1.1.1.112.100.101.550.200.00000.001	36.20.05.10	22.30.09.10.001		1
1.1.1.112.100.101.550.220.00000.000	36.20.05.10	22.30.09.10.001		1
1.1.1.112.100.101.550.300.00000.000	36.20.05.10	22.30.09.10.001		1
1.1.1.112.100.101.550.360.00000.000	36.20.05.10	22.30.09.10.001		1
1.1.1.112.100.101.550.400.00000.000	36.20.05.10	22.30.09.10.001		1
1.1.1.112.100.101.550.600.00000.000	36.20.05.10	22.30.09.10.001		1
1.1.1.112.100.101.550.610.00000.000	36.20.05.10	22.30.09.10.001		1
1.1.1.112.100.101.550.660.00000.000	36.20.05.10	22.30.09.10.001		1
1.1.1.112.100.101.550.700.00000.000	36.20.05.10	22.30.09.10.001		1
1.1.1.112.100.101.600.100.00000.000	36.20.05.10	22.30.10.10.001		1
1.1.1.112.100.101.600.200.00000.000	36.20.05.10	22.30.10.10.001		1
1.1.1.112.100.101.600.200.00000.001	36.20.05.10	22.30.10.10.001		1
1.1.1.112.100.101.600.220.00000.000	36.20.05.10	22.30.10.10.001		1
1.1.1.112.100.101.600.300.00000.000	36.20.05.10	22.30.10.10.001		1
1.1.1.112.100.101.600.360.00000.000	36.20.05.10	22.30.10.10.001		1
1.1.1.112.100.101.600.400.00000.000	36.20.05.10	22.30.10.10.001		1
1.1.1.112.100.101.600.600.00000.000	36.20.05.10	22.30.10.10.001		1
1.1.1.112.100.101.600.610.00000.000	36.20.05.10	22.30.10.10.001		1
1.1.1.112.100.101.600.660.00000.000	36.20.05.10	22.30.10.10.001		1
1.1.1.112.100.101.600.700.00000.000	36.20.05.10	22.30.10.10.001		1
1.1.1.112.100.101.650.100.00000.000	36.20.05.10	22.30.11.10.001		1
1.1.1.112.100.101.650.200.00000.000	36.20.05.10	22.30.11.10.001		1
1.1.1.112.100.101.650.200.00000.001	36.20.05.10	22.30.11.10.001		1
1.1.1.112.100.101.650.220.00000.000	36.20.05.10	22.30.11.10.001		1
1.1.1.112.100.101.650.300.00000.000	36.20.05.10	22.30.11.10.001		1
1.1.1.112.100.101.650.360.00000.000	36.20.05.10	22.30.11.10.001		1
1.1.1.112.100.101.650.400.00000.000	36.20.05.10	22.30.11.10.001		1
1.1.1.112.100.101.650.600.00000.000	36.20.05.10	22.30.11.10.001		1
1.1.1.112.100.101.650.610.00000.000	36.20.05.10	22.30.11.10.001		1
1.1.1.112.100.101.650.660.00000.000	36.20.05.10	22.30.11.10.001		1
1.1.1.112.100.101.650.700.00000.000	36.20.05.10	22.30.11.10.001		1
1.1.1.112.100.101.700.100.00000.000	36.20.05.10	22.30.12.10.001		1
1.1.1.112.100.101.700.200.00000.000	36.20.05.10	22.30.12.10.001		1
1.1.1.112.100.101.700.200.00000.001	36.20.05.10	22.30.12.10.001		1
1.1.1.112.100.101.700.220.00000.000	36.20.05.10	22.30.12.10.001		1
1.1.1.112.100.101.700.300.00000.000	36.20.05.10	22.30.12.10.001		1
1.1.1.112.100.101.700.360.00000.000	36.20.05.10	22.30.12.10.001		1
1.1.1.112.100.101.700.400.00000.000	36.20.05.10	22.30.12.10.001		1
1.1.1.112.100.101.700.600.00000.000	36.20.05.10	22.30.12.10.001		1
1.1.1.112.100.101.700.610.00000.000	36.20.05.10	22.30.12.10.001		1
1.1.1.112.100.101.700.660.00000.000	36.20.05.10	22.30.12.10.001		1
1.1.1.112.100.101.700.700.00000.000	36.20.05.10	22.30.12.10.001		1
1.1.1.112.100.150.900.100.00000.000	36.20.05.10	22.30.90.10.005		1
1.1.1.112.100.150.900.300.00000.000	36.20.05.10	22.30.90.10.005		1
1.1.1.112.100.150.900.360.00000.000	36.20.05.10	22.30.90.10.005		1
1.1.1.112.100.150.900.400.00000.000	36.20.05.10	22.30.90.10.005		1
1.1.1.112.100.150.900.620.00000.000	36.20.05.10	22.30.90.10.005		1
1.1.1.112.100.150.900.621.00000.000	36.20.05.10	22.30.90.10.005		1
1.1.1.112.100.150.900.630.00000.000	36.20.05.10	22.30.90.10.005		1
1.1.1.112.100.150.900.631.00000.000	36.20.05.10	22.30.90.10.005		1
1.1.1.112.100.150.900.660.00000.000	36.20.05.10	22.30.90.10.005		1
1.1.1.112.100.150.900.700.00000.000	36.20.05.10	22.30.90.10.005		1
1.1.1.112.100.150.901.100.00000.000	36.20.05.10	22.30.91.10.005		1
1.1.1.112.100.150.901.300.00000.000	36.20.05.10	22.30.91.10.005		1
1.1.1.112.100.150.901.360.00000.000	36.20.05.10	22.30.91.10.005		1
1.1.1.112.100.150.901.400.00000.000	36.20.05.10	22.30.91.10.005		1
1.1.1.112.100.150.901.620.00000.000	36.20.05.10	22.30.91.10.005		1
1.1.1.112.100.150.901.621.00000.000	36.20.05.10	22.30.91.10.005		1
1.1.1.112.100.150.901.630.00000.000	36.20.05.10	22.30.91.10.005		1
1.1.1.112.100.150.901.631.00000.000	36.20.05.10	22.30.91.10.005		1
1.1.1.112.100.150.901.660.00000.000	36.20.05.10	22.30.91.10.005		1
1.1.1.112.100.150.901.700.00000.000	36.20.05.10	22.30.91.10.005		1
1.1.1.112.100.150.902.100.00000.000	36.20.05.10	22.30.92.10.005		1
1.1.1.112.100.150.902.300.00000.000	36.20.05.10	22.30.92.10.005		1
1.1.1.112.100.150.902.360.00000.000	36.20.05.10	22.30.92.10.005		1
1.1.1.112.100.150.902.400.00000.000	36.20.05.10	22.30.92.10.005		1
1.1.1.112.100.150.902.620.00000.000	36.20.05.10	22.30.92.10.005		1
1.1.1.112.100.150.902.621.00000.000	36.20.05.10	22.30.92.10.005		1
1.1.1.112.100.150.902.630.00000.000	36.20.05.10	22.30.92.10.005		1
1.1.1.112.100.150.902.631.00000.000	36.20.05.10	22.30.92.10.005		1
1.1.1.112.100.150.902.660.00000.000	36.20.05.10	22.30.92.10.005		1
1.1.1.112.100.150.902.700.00000.000	36.20.05.10	22.30.92.10.005		1
1.1.1.112.100.151.100.100.00000.000	36.20.05.10	22.30.00.10.005		1
1.1.1.112.100.151.100.300.00000.000	36.20.05.10	22.30.00.10.005		1
1.1.1.112.100.151.100.360.00000.000	36.20.05.10	22.30.00.10.005		1
1.1.1.112.100.151.100.400.00000.000	36.20.05.10	22.30.00.10.005		1
1.1.1.112.100.151.100.620.00000.000	36.20.05.10	22.30.00.10.005		1
1.1.1.112.100.151.100.621.00000.000	36.20.05.10	22.30.00.10.005		1
1.1.1.112.100.151.100.630.00000.000	36.20.05.10	22.30.00.10.005		1
1.1.1.112.100.151.100.631.00000.000	36.20.05.10	22.30.00.10.005		1
1.1.1.112.100.151.100.660.00000.000	36.20.05.10	22.30.00.10.005		1
1.1.1.112.100.151.100.700.00000.000	36.20.05.10	22.30.00.10.005		1
1.1.1.112.100.151.150.100.00000.000	36.20.05.10	22.30.01.10.005		1
1.1.1.112.100.151.150.300.00000.000	36.20.05.10	22.30.01.10.005		1
1.1.1.112.100.151.150.360.00000.000	36.20.05.10	22.30.01.10.005		1
1.1.1.112.100.151.150.400.00000.000	36.20.05.10	22.30.01.10.005		1
1.1.1.112.100.151.150.620.00000.000	36.20.05.10	22.30.01.10.005		1
1.1.1.112.100.151.150.621.00000.000	36.20.05.10	22.30.01.10.005		1
1.1.1.112.100.151.150.630.00000.000	36.20.05.10	22.30.01.10.005		1
1.1.1.112.100.151.150.631.00000.000	36.20.05.10	22.30.01.10.005		1
1.1.1.112.100.151.150.660.00000.000	36.20.05.10	22.30.01.10.005		1
1.1.1.112.100.151.150.700.00000.000	36.20.05.10	22.30.01.10.005		1
1.1.1.112.100.151.200.100.00000.000	36.20.05.10	22.30.02.10.005		1
1.1.1.112.100.151.200.300.00000.000	36.20.05.10	22.30.02.10.005		1
1.1.1.112.100.151.200.360.00000.000	36.20.05.10	22.30.02.10.005		1
1.1.1.112.100.151.200.400.00000.000	36.20.05.10	22.30.02.10.005		1
1.1.1.112.100.151.200.620.00000.000	36.20.05.10	22.30.02.10.005		1
1.1.1.112.100.151.200.621.00000.000	36.20.05.10	22.30.02.10.005		1
1.1.1.112.100.151.200.630.00000.000	36.20.05.10	22.30.02.10.005		1
1.1.1.112.100.151.200.631.00000.000	36.20.05.10	22.30.02.10.005		1
1.1.1.112.100.151.200.660.00000.000	36.20.05.10	22.30.02.10.005		1
1.1.1.112.100.151.200.700.00000.000	36.20.05.10	22.30.02.10.005		1
1.1.1.112.100.151.250.100.00000.000	36.20.05.10	22.30.03.10.005		1
1.1.1.112.100.151.250.300.00000.000	36.20.05.10	22.30.03.10.005		1
1.1.1.112.100.151.250.360.00000.000	36.20.05.10	22.30.03.10.005		1
1.1.1.112.100.151.250.400.00000.000	36.20.05.10	22.30.03.10.005		1
1.1.1.112.100.151.250.620.00000.000	36.20.05.10	22.30.03.10.005		1
1.1.1.112.100.151.250.621.00000.000	36.20.05.10	22.30.03.10.005		1
1.1.1.112.100.151.250.630.00000.000	36.20.05.10	22.30.03.10.005		1
1.1.1.112.100.151.250.631.00000.000	36.20.05.10	22.30.03.10.005		1
1.1.1.112.100.151.250.660.00000.000	36.20.05.10	22.30.03.10.005		1
1.1.1.112.100.151.250.700.00000.000	36.20.05.10	22.30.03.10.005		1
1.1.1.112.100.151.300.100.00000.000	36.20.05.10	22.30.04.10.005		1
1.1.1.112.100.151.300.300.00000.000	36.20.05.10	22.30.04.10.005		1
1.1.1.112.100.151.300.360.00000.000	36.20.05.10	22.30.04.10.005		1
1.1.1.112.100.151.300.400.00000.000	36.20.05.10	22.30.04.10.005		1
1.1.1.112.100.151.300.620.00000.000	36.20.05.10	22.30.04.10.005		1
1.1.1.112.100.151.300.621.00000.000	36.20.05.10	22.30.04.10.005		1
1.1.1.112.100.151.300.630.00000.000	36.20.05.10	22.30.04.10.005		1
1.1.1.112.100.151.300.631.00000.000	36.20.05.10	22.30.04.10.005		1
1.1.1.112.100.151.300.660.00000.000	36.20.05.10	22.30.04.10.005		1
1.1.1.112.100.151.300.700.00000.000	36.20.05.10	22.30.04.10.005		1
1.1.1.112.100.151.350.100.00000.000	36.20.05.10	22.30.05.10.005		1
1.1.1.112.100.151.350.300.00000.000	36.20.05.10	22.30.05.10.005		1
1.1.1.112.100.151.350.360.00000.000	36.20.05.10	22.30.05.10.005		1
1.1.1.112.100.151.350.400.00000.000	36.20.05.10	22.30.05.10.005		1
1.1.1.112.100.151.350.620.00000.000	36.20.05.10	22.30.05.10.005		1
1.1.1.112.100.151.350.621.00000.000	36.20.05.10	22.30.05.10.005		1
1.1.1.112.100.151.350.630.00000.000	36.20.05.10	22.30.05.10.005		1
1.1.1.112.100.151.350.631.00000.000	36.20.05.10	22.30.05.10.005		1
1.1.1.112.100.151.350.660.00000.000	36.20.05.10	22.30.05.10.005		1
1.1.1.112.100.151.350.700.00000.000	36.20.05.10	22.30.05.10.005		1
1.1.1.112.100.151.400.100.00000.000	36.20.05.10	22.30.06.10.005		1
1.1.1.112.100.151.400.300.00000.000	36.20.05.10	22.30.06.10.005		1
1.1.1.112.100.151.400.360.00000.000	36.20.05.10	22.30.06.10.005		1
1.1.1.112.100.151.400.400.00000.000	36.20.05.10	22.30.06.10.005		1
1.1.1.112.100.151.400.620.00000.000	36.20.05.10	22.30.06.10.005		1
1.1.1.112.100.151.400.621.00000.000	36.20.05.10	22.30.06.10.005		1
1.1.1.112.100.151.400.630.00000.000	36.20.05.10	22.30.06.10.005		1
1.1.1.112.100.151.400.631.00000.000	36.20.05.10	22.30.06.10.005		1
1.1.1.112.100.151.400.660.00000.000	36.20.05.10	22.30.06.10.005		1
1.1.1.112.100.151.400.700.00000.000	36.20.05.10	22.30.06.10.005		1
1.1.1.112.100.151.450.100.00000.000	36.20.05.10	22.30.07.10.005		1
1.1.1.112.100.151.450.300.00000.000	36.20.05.10	22.30.07.10.005		1
1.1.1.112.100.151.450.360.00000.000	36.20.05.10	22.30.07.10.005		1
1.1.1.112.100.151.450.400.00000.000	36.20.05.10	22.30.07.10.005		1
